Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Limpopo for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Commercial crime,6,13,5,11,23,19,12,15,25,12
Shoplifting,0,1,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,13,9,1,0,2,5,5,7,1,3
Truck hijacking,2,4,0,0,0,0,0,0,0,0
Robbery at residential premises,12,8,0,1,5,8,14,12,10,8
Robbery at non-residential premises,20,23,0,0,1,5,6,12,26,17
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,21,20,26,22,29,30,31,20,15
Public violence,2,0,0,1,0,2,0,4,2,0
Crimen injuria,24,18,27,11,11,9,11,19,17,17
Neglect and ill-treatment of children ,3,3,1,0,1,0,0,3,1,1
Kidnapping,2,3,1,1,2,2,3,1,4,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Northam (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,11,11,15,15,22,15,8,18,14
Total Sexual Crimes,35,37,30,28,27,32,20,30,30,24
Attempted murder,6,7,13,11,11,14,6,9,10,6
Assault with the intent to inflict grievous bodily harm,151,148,134,136,114,115,114,119,115,94
Common assault,136,130,124,142,130,125,83,98,83,78
Common robbery,63,33,52,34,37,39,37,59,21,28
Robbery with aggravating circumstances,17,19,12,31,33,31,11,24,30,22
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,4,3,3,6,5,8,7,8,7
Malicious damage to property,70,69,61,85,75,76,81,67,70,74
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,58,39,35,36,54,61,45,59,46,48
Burglary at residential premises,98,138,134,112,121,87,118,136,169,109
Theft of motor vehicle and motorcycle,46,30,47,38,31,12,10,20,26,17
Theft out of or from motor vehicle,57,35,52,35,19,35,23,30,40,24
Stock-theft,18,13,10,30,14,10,19,12,8,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,4,10,6,4,2,2,6,1,4
Drug-related crime,51,33,63,43,28,33,51,46,46,90
Driving under the influence of alcohol or drugs,9,19,7,19,31,38,44,31,13,30
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,409,298,370,370,429,344,344,398,371,385
Commercial crime,51,68,34,61,42,65,62,84,86,80
Shoplifting,44,23,35,33,53,53,52,43,52,50
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,3,1,5,0,8,1,2,3,1
Truck hijacking,0,0,0,0,0,3,1,0,0,0
Robbery at residential premises,0,1,0,0,4,5,0,6,3,4
Robbery at non-residential premises,1,3,0,0,1,3,4,9,9,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,15,17,11,17,13,17,15,17,9
Public violence,0,0,2,3,0,0,5,3,0,2
Crimen injuria,57,57,48,44,42,25,28,16,41,26
Neglect and ill-treatment of children ,5,3,2,1,2,2,1,2,4,0
Kidnapping,0,0,1,0,3,2,4,4,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ohrigstad (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,0,0,1,0,0,1,1,0,0
Total Sexual Crimes,1,4,2,5,3,2,4,2,0,0
Attempted murder,2,1,3,3,1,1,0,1,0,1
Assault with the intent to inflict grievous bodily harm,13,14,18,11,14,9,8,15,11,10
Common assault,15,15,12,19,14,9,12,10,8,10
Common robbery,2,3,1,1,0,1,0,4,2,2
Robbery with aggravating circumstances,4,3,6,7,4,9,2,1,2,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,2,1,5,1,0,1,0,0,0
Malicious damage to property,7,10,6,9,22,12,2,10,5,6
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,8,1,6,9,16,15,6,19,11,10
Burglary at residential premises,26,22,17,15,19,17,20,26,15,20
Theft of motor vehicle and motorcycle,6,2,5,7,6,3,2,1,2,2
Theft out of or from motor vehicle,3,1,1,2,1,1,2,2,5,4
Stock-theft,0,2,4,0,2,0,1,4,3,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,6,1,2,1,1,0,0,1,0
Drug-related crime,9,23,9,9,7,8,4,5,7,17
Driving under the influence of alcohol or drugs,2,2,4,7,4,2,1,1,7,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,56,57,50,62,64,49,39,65,31,39
Commercial crime,5,1,1,4,3,0,8,3,1,1
Shoplifting,0,0,2,2,0,4,3,1,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,4,0,1,1,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,2,2,1,1,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,5,5,2,8,6,4,7,4,4
Public violence,0,1,1,0,0,0,0,0,0,0
Crimen injuria,4,2,7,8,2,0,2,2,3,4
Neglect and ill-treatment of children ,0,0,0,0,0,0,1,0,0,0
Kidnapping,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Phalaborwa (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,0,1,0,1,1,0,0,1,0
Total Sexual Crimes,18,13,16,16,21,22,14,19,18,54
Attempted murder,10,4,1,2,2,2,7,6,3,2
Assault with the intent to inflict grievous bodily harm,62,67,50,53,54,51,32,35,31,39
Common assault,157,169,155,116,125,124,103,68,74,103
Common robbery,23,27,44,34,32,22,14,21,29,13
Robbery with aggravating circumstances,13,4,10,6,7,13,5,5,9,9
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,1,2,5,1,4,2,2,1,2
Malicious damage to property,103,79,101,97,80,79,73,66,74,57
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,36,35,35,55,58,59,57,43,36,43
Burglary at residential premises,150,123,199,214,172,120,99,115,136,87
Theft of motor vehicle and motorcycle,46,36,25,51,19,8,8,4,15,6
Theft out of or from motor vehicle,141,115,102,200,124,54,101,138,219,72
Stock-theft,0,3,1,2,1,0,3,3,1,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,1,2,0,5,4,4,4,3,11
Drug-related crime,14,30,9,11,15,33,15,16,9,22
Driving under the influence of alcohol or drugs,11,9,8,8,3,10,16,26,13,38
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,521,480,497,563,459,458,367,353,403,278
Commercial crime,52,52,53,51,87,114,108,65,89,108
Shoplifting,196,184,160,200,150,194,208,151,105,124
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,1,1,1,2,0,0,1,0
Truck hijacking,0,0,0,0,0,1,0,0,0,0
Robbery at residential premises,0,0,0,0,1,4,0,2,2,6
Robbery at non-residential premises,0,0,0,0,0,3,2,1,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,3,3,6,9,9,12,5,8,3
Public violence,0,0,0,2,0,0,0,0,0,0
Crimen injuria,79,53,50,61,55,39,44,26,42,53
Neglect and ill-treatment of children ,2,1,1,0,0,1,1,0,1,0
Kidnapping,0,0,0,0,1,0,1,0,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Pienaarsrivier (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,3,0,2,2,1,0,0,0,0
Total Sexual Crimes,8,3,6,2,5,8,3,3,25,15
Attempted murder,0,0,1,2,1,2,2,1,0,3
Assault with the intent to inflict grievous bodily harm,25,14,11,14,15,9,6,8,8,8
Common assault,16,18,15,11,12,13,16,13,17,14
Common robbery,6,2,5,7,2,4,4,7,5,2
Robbery with aggravating circumstances,13,12,13,11,14,11,18,15,12,12
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,0,0,1,1,1,1,2,0
Malicious damage to property,16,10,11,12,10,12,11,6,14,8
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,4,1,0,5,2,1,1,1,0
Burglary at residential premises,17,20,18,15,19,30,30,23,13,16
Theft of motor vehicle and motorcycle,1,1,1,2,5,1,2,3,5,3
Theft out of or from motor vehicle,4,4,2,2,4,9,8,11,10,15
Stock-theft,11,10,8,8,5,7,7,16,7,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,3,1,1,0,1,3,0,2
Drug-related crime,1,5,3,0,2,2,0,3,8,30
Driving under the influence of alcohol or drugs,9,10,10,13,15,21,16,5,9,15
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,49,48,36,49,52,64,43,44,59,52
Commercial crime,9,1,2,2,5,7,7,3,6,6
Shoplifting,0,0,0,0,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,3,3,1,3,2,2,1,1,0
Truck hijacking,2,3,2,4,2,2,4,1,1,4
Robbery at residential premises,0,0,0,0,1,0,2,0,1,0
Robbery at non-residential premises,0,0,0,0,0,1,0,2,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,4,11,10,9,12,11,14,9,7
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,7,4,9,10,10,4,4,1,4,5
Neglect and ill-treatment of children ,0,1,1,0,1,0,0,1,1,1
Kidnapping,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Polokwane (LI)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Polokwane was previously named Pietersburg,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,36,26,27,22,37,45,41,27,38,6
Total Sexual Crimes,168,145,142,126,196,290,258,246,417,162
Attempted murder,98,69,41,48,41,34,36,20,40,16
Assault with the intent to inflict grievous bodily harm,496,460,423,392,368,379,287,284,438,185
Common assault,1505,1311,960,836,672,550,389,412,823,440
Common robbery,434,443,425,319,247,233,204,218,400,195
Robbery with aggravating circumstances,251,308,329,282,208,245,354,226,379,233
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,21,28,21,16,8,14,10,18,23,7
Malicious damage to property,914,823,931,707,637,438,335,328,469,199
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,410,380,365,411,397,456,408,468,563,257
Burglary at residential premises,1161,1121,1120,714,887,845,918,945,1449,906
Theft of motor vehicle and motorcycle,384,344,405,408,256,253,187,102,189,118
Theft out of or from motor vehicle,1628,1282,1405,1041,900,769,898,814,1320,853
Stock-theft,52,37,22,38,34,36,39,30,37,14
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,33,37,24,16,19,22,12,13,22,12
Drug-related crime,122,106,121,112,113,128,192,185,208,321
Driving under the influence of alcohol or drugs,85,145,115,132,183,224,263,495,673,103
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3427,3063,2532,2062,1860,1745,1687,1410,2462,1478
Commercial crime,469,457,474,685,501,477,461,510,777,638
Shoplifting,780,808,749,638,516,742,962,770,676,789
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,17,21,24,41,33,49,34,10,11,9
Truck hijacking,0,1,0,0,0,1,1,1,0,1
Robbery at residential premises,0,0,5,2,32,42,53,37,31,32
Robbery at non-residential premises,2,2,14,8,67,45,43,17,36,17
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,80,66,83,84,89,80,105,74,98,36
Public violence,0,2,0,2,0,1,4,3,1,1
Crimen injuria,365,318,231,165,140,124,106,121,235,87
Neglect and ill-treatment of children ,9,4,7,7,1,3,4,3,3,2
Kidnapping,10,6,4,4,1,4,11,8,10,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rankin's Pass (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,0,1,2,0,1,1,0,1
Total Sexual Crimes,2,4,4,6,3,7,9,3,1,6
Attempted murder,2,1,0,1,0,0,2,0,1,0
Assault with the intent to inflict grievous bodily harm,20,11,17,10,11,18,25,16,23,14
Common assault,18,19,12,17,14,13,18,16,17,7
Common robbery,0,1,3,1,2,1,2,0,0,0
Robbery with aggravating circumstances,1,0,1,0,0,0,0,2,0,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,1,4,0,0,1,0,5,0
Malicious damage to property,7,8,8,4,12,3,7,5,10,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,7,2,0,1,10,7,5,3,2
Burglary at residential premises,8,13,17,14,22,20,14,7,17,19
Theft of motor vehicle and motorcycle,1,7,1,0,0,1,0,3,1,0
Theft out of or from motor vehicle,1,1,4,3,3,0,3,3,3,1
Stock-theft,5,4,2,2,0,0,1,3,2,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,2,0,1,0,2,0
Drug-related crime,1,3,3,4,0,5,4,6,1,14
Driving under the influence of alcohol or drugs,0,1,0,0,0,0,0,0,4,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,29,37,24,28,33,37,25,35,45,32
Commercial crime,1,0,1,0,1,0,2,1,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,1,0,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,2,2,1,1,2,1,0,1,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,6,7,1,5,3,11,7,7,10,2
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ritavi (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,20,23,15,17,20,21,20,18,11,14
Total Sexual Crimes,110,161,121,159,103,101,128,161,146,141
Attempted murder,25,25,10,16,24,18,12,14,27,18
Assault with the intent to inflict grievous bodily harm,359,459,407,394,340,352,338,355,373,313
Common assault,225,293,247,250,153,171,159,157,159,180
Common robbery,79,138,133,139,104,74,78,100,80,91
Robbery with aggravating circumstances,34,62,28,63,59,58,108,87,117,116
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,19,24,27,30,22,22,16,16,23
Malicious damage to property,147,156,168,159,117,129,130,139,145,128
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,31,20,46,72,57,107,133,127,127,109
Burglary at residential premises,289,368,270,254,285,289,353,293,378,344
Theft of motor vehicle and motorcycle,8,8,15,14,10,14,14,10,11,8
Theft out of or from motor vehicle,68,46,60,52,52,80,94,90,52,96
Stock-theft,4,3,0,3,1,8,3,6,5,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,15,11,1,12,7,7,4,13,10,8
Drug-related crime,10,9,29,53,150,94,123,73,107,77
Driving under the influence of alcohol or drugs,2,2,1,9,11,23,32,77,24,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,346,421,442,378,279,239,267,212,282,285
Commercial crime,9,11,2,9,49,162,94,78,131,111
Shoplifting,0,1,1,1,9,7,5,5,14,9
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,2,0,1,1,3,0,2,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,3,1,3,2,8,6,10,22,29,16
Robbery at non-residential premises,1,0,0,2,2,3,11,20,18,23
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,17,9,11,13,16,17,16,11,17,10
Public violence,0,0,3,0,1,1,2,2,0,1
Crimen injuria,40,69,52,40,22,15,16,21,12,15
Neglect and ill-treatment of children ,4,1,1,4,2,4,4,3,1,5
Kidnapping,0,1,0,0,1,0,1,2,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Roedtan (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,2,3,0,2,1,2,2,0,0
Total Sexual Crimes,9,6,1,2,5,2,4,4,2,3
Attempted murder,0,0,0,0,2,1,0,0,0,1
Assault with the intent to inflict grievous bodily harm,17,23,24,12,17,11,5,9,14,13
Common assault,26,19,14,8,12,11,5,9,2,13
Common robbery,4,2,0,2,0,1,2,0,5,3
Robbery with aggravating circumstances,8,2,9,3,2,1,2,2,3,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,0,0,0,0,0,0,0
Malicious damage to property,14,15,4,7,7,4,10,13,17,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,6,0,1,4,7,2,1,5,3
Burglary at residential premises,28,14,14,3,11,13,16,14,13,13
Theft of motor vehicle and motorcycle,8,5,7,4,1,2,6,0,2,1
Theft out of or from motor vehicle,5,6,1,2,3,1,1,4,1,2
Stock-theft,6,2,2,9,11,10,6,7,10,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,3,0,0,0,1,0,1,0
Drug-related crime,3,5,4,3,2,0,0,2,0,10
Driving under the influence of alcohol or drugs,2,22,31,26,4,3,7,4,1,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,52,44,21,34,43,46,43,42,54,49
Commercial crime,4,4,0,4,2,5,2,4,2,4
Shoplifting,0,1,0,0,0,0,1,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,0,0,0
Truck hijacking,0,0,0,1,0,0,0,1,0,0
Robbery at residential premises,0,0,0,0,0,1,0,0,0,0
Robbery at non-residential premises,0,0,0,0,1,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,6,3,7,8,8,9,7,7,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,4,10,4,4,3,3,2,4,2,3
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,1,1
Kidnapping,0,1,0,0,0,0,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rooiberg (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,3,0,0,1,3,1,0,2,2
Total Sexual Crimes,10,8,7,6,2,4,4,7,3,9
Attempted murder,3,0,2,0,0,0,1,0,1,0
Assault with the intent to inflict grievous bodily harm,49,37,38,25,26,28,23,27,18,8
Common assault,23,27,27,15,11,13,10,13,16,7
Common robbery,1,2,2,0,2,1,2,2,2,1
Robbery with aggravating circumstances,0,1,2,1,2,7,2,2,2,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,1,2,0,2,0,1,1,0
Malicious damage to property,15,15,11,15,7,11,8,6,10,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,10,4,11,2,6,4,16,6,3,4
Burglary at residential premises,39,35,34,80,46,58,107,50,40,62
Theft of motor vehicle and motorcycle,6,4,3,4,5,5,5,3,2,1
Theft out of or from motor vehicle,5,0,2,3,1,2,2,3,3,4
Stock-theft,35,4,1,1,1,0,2,0,2,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,3,0,0,1,0,0,1,0,0
Drug-related crime,8,2,1,2,2,5,2,12,6,20
Driving under the influence of alcohol or drugs,0,1,0,1,2,2,1,0,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,57,39,29,41,44,55,64,60,32,40
Commercial crime,1,1,2,1,1,2,4,5,0,1
Shoplifting,1,0,0,1,1,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,2,5,1,2,0,2
Robbery at non-residential premises,0,0,0,0,0,1,1,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,3,3,1,7,0,1,0,3
Public violence,2,0,0,0,0,0,0,0,1,0
Crimen injuria,9,5,10,2,2,1,3,1,4,2
Neglect and ill-treatment of children ,0,0,1,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Roossenekal (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
