Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mpumalanga  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,14,11,10,7,13,11,11,11,13,22
Drug-related crime,10,9,22,46,32,21,45,85,101,115
Driving under the influence of alcohol or drugs,4,1,1,2,1,2,1,2,28,20
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,255,275,258,225,190,197,187,159,176,184
Commercial crime,13,14,55,26,66,59,53,56,50,58
Shoplifting,38,29,56,98,45,29,61,57,18,28
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,7,13,22,6,3,5
Truck hijacking,0,0,0,0,0,0,0,1,0,0
Robbery at residential premises,1,0,0,1,2,9,10,20,23,20
Robbery at non-residential premises,1,0,0,3,0,15,13,14,38,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,10,18,12,16,7,15,12,21,19
Public violence,0,0,0,0,1,0,2,2,2,0
Crimen injuria,51,59,41,15,15,15,31,12,22,18
Neglect and ill-treatment of children ,2,3,1,5,5,2,6,6,6,5
Kidnapping,1,3,5,3,6,2,5,2,9,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mhluzi (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,34,37,38,34,39,32,21,15,16,21
Total Sexual Crimes,99,134,106,104,94,98,102,83,78,85
Attempted murder,45,54,42,36,37,37,20,15,22,27
Assault with the intent to inflict grievous bodily harm,475,507,511,457,431,442,422,459,435,454
Common assault,396,380,393,362,242,261,240,285,271,264
Common robbery,144,183,229,154,144,174,146,135,97,97
Robbery with aggravating circumstances,86,129,104,86,60,70,69,54,88,87
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,19,19,17,17,20,9,13,7,6
Malicious damage to property,222,204,238,203,176,198,184,244,201,204
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,21,8,10,11,47,83,61,73,75,63
Burglary at residential premises,459,412,383,434,446,607,494,592,602,599
Theft of motor vehicle and motorcycle,82,88,87,58,39,44,89,73,71,53
Theft out of or from motor vehicle,82,54,60,62,60,46,116,203,178,170
Stock-theft,6,5,1,1,2,7,5,0,3,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,14,7,18,5,14,21,24,14,19,14
Drug-related crime,13,15,23,22,45,33,47,78,110,136
Driving under the influence of alcohol or drugs,22,43,45,50,94,72,101,145,145,233
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,659,509,412,336,230,231,278,286,239,247
Commercial crime,11,9,6,3,8,14,18,39,209,22
Shoplifting,3,0,6,0,4,5,3,4,8,4
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,7,12,8,8,7,4,4,8,9
Truck hijacking,0,0,0,1,0,0,0,1,0,0
Robbery at residential premises,1,0,0,3,7,7,7,3,6,8
Robbery at non-residential premises,0,1,0,20,0,13,16,10,31,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,4,5,8,9,7,9,6,4,7
Public violence,2,0,0,1,0,3,3,7,0,4
Crimen injuria,62,104,80,50,28,25,18,25,30,21
Neglect and ill-treatment of children ,5,9,5,6,2,3,2,3,1,2
Kidnapping,4,5,9,0,1,3,2,4,9,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Middelburg (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,16,21,11,13,14,22,10,19,12
Total Sexual Crimes,81,78,109,65,84,110,108,96,104,87
Attempted murder,32,25,26,37,17,17,36,18,42,27
Assault with the intent to inflict grievous bodily harm,412,345,379,405,340,344,370,353,338,335
Common assault,578,516,536,474,539,508,525,539,548,457
Common robbery,91,131,139,99,112,120,105,151,162,167
Robbery with aggravating circumstances,189,146,179,203,170,244,264,243,224,206
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,15,16,23,25,17,17,15,20,19,17
Malicious damage to property,297,295,309,327,313,339,364,308,270,263
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,152,212,193,422,455,434,487,403,448,435
Burglary at residential premises,805,711,607,495,539,619,799,824,1006,1164
Theft of motor vehicle and motorcycle,202,142,163,185,157,165,201,215,213,202
Theft out of or from motor vehicle,654,523,634,488,486,483,734,1060,1023,1059
Stock-theft,57,49,48,29,68,79,91,92,97,85
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,14,17,5,4,10,11,7,9,14,8
Drug-related crime,41,58,47,58,45,43,71,99,125,119
Driving under the influence of alcohol or drugs,177,146,170,140,336,269,202,251,278,419
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2840,2428,1989,1817,1472,1381,1634,1790,1771,1654
Commercial crime,273,226,222,234,271,243,302,304,550,480
Shoplifting,325,223,230,212,219,306,407,293,272,277
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,6,6,21,10,23,20,6,6,12
Truck hijacking,1,0,4,6,8,5,10,16,6,3
Robbery at residential premises,5,6,1,5,16,34,36,33,33,31
Robbery at non-residential premises,1,1,1,6,12,21,30,25,37,38
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,48,61,52,57,66,84,89,68,68,75
Public violence,1,1,4,1,1,1,2,2,1,1
Crimen injuria,184,179,194,151,127,138,134,124,144,106
Neglect and ill-treatment of children ,3,8,2,8,7,2,11,2,4,3
Kidnapping,4,3,4,3,2,5,10,12,3,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mmametlake (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,13,5,14,9,17,11,10,5,10
Total Sexual Crimes,113,100,97,83,74,65,69,67,59,60
Attempted murder,16,15,15,9,11,10,15,10,7,11
Assault with the intent to inflict grievous bodily harm,356,362,292,230,240,251,222,191,205,193
Common assault,126,169,134,181,166,148,206,194,128,106
Common robbery,45,56,47,66,50,51,42,42,47,32
Robbery with aggravating circumstances,54,122,82,74,42,65,39,31,50,64
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,7,7,6,1,3,5,5,1,2
Malicious damage to property,90,79,76,83,89,97,71,71,82,71
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,2,8,9,11,11,5,30,51,110
Burglary at residential premises,227,190,226,174,194,201,165,133,149,153
Theft of motor vehicle and motorcycle,13,24,14,16,19,21,11,5,16,15
Theft out of or from motor vehicle,26,13,18,15,13,15,18,11,23,10
Stock-theft,54,32,35,76,72,67,67,42,70,66
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,11,5,15,11,8,6,10,4,13
Drug-related crime,4,3,7,16,37,33,38,64,57,75
Driving under the influence of alcohol or drugs,4,9,11,6,8,8,15,17,13,13
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,190,179,167,186,152,254,181,260,259,275
Commercial crime,4,10,6,2,5,10,7,14,3,7
Shoplifting,2,0,5,4,4,3,3,2,2,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,29,10,9,4,5,4,2,7,4
Truck hijacking,0,0,0,1,0,1,0,0,1,1
Robbery at residential premises,1,1,5,9,7,21,11,6,5,13
Robbery at non-residential premises,0,1,2,6,7,12,11,16,18,29
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,6,7,9,12,10,13,11,9,14
Public violence,3,1,1,1,3,1,0,0,0,0
Crimen injuria,21,18,16,19,19,11,4,7,8,5
Neglect and ill-treatment of children ,1,6,6,3,1,2,3,5,2,6
Kidnapping,0,3,2,4,2,6,1,2,3,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Morgenzon (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,4,1,2,2,0,0,1,2
Total Sexual Crimes,11,16,13,8,8,17,19,15,9,6
Attempted murder,2,9,3,3,5,7,4,4,3,2
Assault with the intent to inflict grievous bodily harm,63,51,40,61,60,37,40,51,57,38
Common assault,67,102,84,46,65,55,60,77,85,65
Common robbery,8,5,10,8,9,4,8,9,9,10
Robbery with aggravating circumstances,0,6,2,3,7,7,9,7,11,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,3,0,3,3,5,1,0,0
Malicious damage to property,42,25,39,22,27,36,35,30,27,29
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,18,13,21,2,3,3,1,0,2,6
Burglary at residential premises,75,78,83,39,52,67,59,58,64,45
Theft of motor vehicle and motorcycle,9,6,10,5,7,2,7,8,12,1
Theft out of or from motor vehicle,14,9,6,6,9,16,7,10,4,10
Stock-theft,26,39,36,37,27,49,39,40,23,25
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,2,0,1,2,0,2,2,1
Drug-related crime,7,6,14,6,5,1,1,3,2,20
Driving under the influence of alcohol or drugs,3,5,13,11,10,8,3,11,9,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,72,61,51,43,47,42,83,46,56,60
Commercial crime,4,5,14,12,7,6,2,5,7,6
Shoplifting,8,7,4,6,3,5,1,2,2,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,2,0
Truck hijacking,0,0,0,0,1,4,0,0,0,0
Robbery at residential premises,0,1,0,0,1,0,0,1,1,0
Robbery at non-residential premises,0,0,0,0,0,1,3,4,6,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,4,3,3,7,13,3,4,3,6
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,10,14,14,11,7,3,5,5,14,6
Neglect and ill-treatment of children ,0,1,1,0,1,1,3,1,4,0
Kidnapping,1,2,0,0,1,0,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Nelspruit (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,31,25,17,20,19,22,21,14,15,11
Total Sexual Crimes,126,107,138,122,85,125,121,101,73,85
Attempted murder,80,51,36,48,48,34,25,35,26,27
Assault with the intent to inflict grievous bodily harm,601,602,659,461,488,460,478,424,334,271
Common assault,610,701,700,586,511,440,434,592,494,410
Common robbery,385,339,254,272,164,143,156,201,206,221
Robbery with aggravating circumstances,320,364,282,306,248,253,307,229,262,207
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,19,21,16,24,14,11,19,15,8
Malicious damage to property,313,360,374,380,389,303,354,355,337,284
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,293,272,305,265,368,381,540,576,434,367
Burglary at residential premises,1072,1040,1156,1260,1047,1104,1247,1252,1175,1194
Theft of motor vehicle and motorcycle,286,355,407,320,224,190,158,139,191,143
Theft out of or from motor vehicle,1115,1038,935,731,713,710,1194,1118,1465,1318
Stock-theft,10,5,5,4,3,7,9,5,5,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,19,16,14,8,12,9,18,21,26,35
Drug-related crime,92,101,88,114,114,53,42,133,155,207
Driving under the influence of alcohol or drugs,106,66,59,112,151,157,102,158,208,216
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3803,3454,3499,2393,1820,1568,1467,1577,1454,1397
Commercial crime,319,355,425,527,445,604,759,908,923,1250
Shoplifting,649,695,563,592,418,508,422,477,406,400
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,16,34,35,34,36,34,32,19,15,16
Truck hijacking,2,0,0,0,1,1,1,1,0,3
Robbery at residential premises,3,5,4,11,22,38,65,55,99,50
Robbery at non-residential premises,2,3,1,5,9,23,24,33,38,37
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,54,46,63,51,63,57,68,56,47,57
Public violence,4,1,2,2,2,3,5,0,1,0
Crimen injuria,101,129,136,120,130,103,96,116,141,92
Neglect and ill-treatment of children ,7,5,4,5,2,3,2,4,0,4
Kidnapping,2,3,1,4,2,5,4,8,10,14
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ngodwana (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,3,0,2,1,1,0,2,0,3
Total Sexual Crimes,18,13,10,5,9,7,2,6,5,6
Attempted murder,3,5,5,8,9,1,0,0,1,3
Assault with the intent to inflict grievous bodily harm,37,42,55,43,42,36,39,36,24,26
Common assault,33,54,59,57,41,27,14,17,9,19
Common robbery,10,15,12,11,6,5,2,2,1,1
Robbery with aggravating circumstances,6,12,9,17,21,14,7,12,4,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,5,0,4,2,1,3,0,1,0
Malicious damage to property,18,24,14,18,17,17,11,16,7,6
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,32,13,18,8,12,12,16,9,7,5
Burglary at residential premises,49,35,45,47,37,38,47,32,14,55
Theft of motor vehicle and motorcycle,8,6,10,15,6,3,4,5,2,2
Theft out of or from motor vehicle,14,13,12,5,4,8,6,0,2,5
Stock-theft,4,0,1,3,2,3,4,3,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,3,3,0,2,1,2,3,1
Drug-related crime,5,4,6,7,8,4,12,18,10,27
Driving under the influence of alcohol or drugs,4,6,4,10,4,6,7,4,13,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,78,87,64,81,65,72,59,52,64,80
Commercial crime,3,3,5,3,1,5,6,8,5,11
Shoplifting,5,8,8,3,1,4,5,1,3,4
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,3,1,1,3,2,0,0,0,1
Truck hijacking,0,0,0,0,0,1,0,0,0,0
Robbery at residential premises,0,0,0,2,4,1,1,8,3,1
Robbery at non-residential premises,0,0,0,0,0,2,1,1,1,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,5,9,7,14,8,17,15,11,16
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,4,9,8,11,9,7,4,1,1,2
Neglect and ill-treatment of children ,0,0,0,1,0,0,0,0,0,0
Kidnapping,2,1,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ogies (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,10,15,11,6,13,10,12,11,11
Total Sexual Crimes,60,40,47,36,39,39,40,44,35,27
Attempted murder,9,11,12,8,4,14,8,6,0,7
Assault with the intent to inflict grievous bodily harm,252,219,164,173,164,149,176,180,168,118
Common assault,442,385,353,254,161,180,183,156,162,120
Common robbery,28,35,65,56,125,80,57,51,41,54
Robbery with aggravating circumstances,71,51,54,70,67,138,137,117,99,95
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,4,3,11,3,5,4,2,4,4
Malicious damage to property,123,113,101,117,73,90,128,92,97,105
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,40,30,55,59,83,93,45,107,83,81
Burglary at residential premises,218,180,203,266,231,206,202,175,213,219
Theft of motor vehicle and motorcycle,26,26,52,33,40,45,71,42,28,36
Theft out of or from motor vehicle,61,53,38,59,61,78,66,63,80,79
Stock-theft,35,22,16,9,16,9,13,16,6,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,5,1,5,1,4,6,5,3,8
Drug-related crime,13,30,38,50,35,40,30,56,55,79
Driving under the influence of alcohol or drugs,14,13,15,36,34,41,27,32,39,29
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,686,636,462,513,423,503,477,387,376,361
Commercial crime,30,10,26,17,29,25,20,19,35,38
Shoplifting,10,11,8,12,26,14,17,9,13,11
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,6,6,6,9,23,21,4,6,4
Truck hijacking,7,6,7,0,5,8,19,17,19,18
Robbery at residential premises,1,3,2,5,3,8,8,4,7,12
Robbery at non-residential premises,1,0,5,11,15,51,29,42,37,24
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,18,21,24,22,33,21,20,35,30,31
Public violence,1,0,0,0,0,0,7,2,9,2
Crimen injuria,61,66,68,29,18,18,29,17,14,5
Neglect and ill-treatment of children ,5,3,5,4,1,2,7,2,2,0
Kidnapping,3,1,9,1,2,5,1,2,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Perdekop (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,0,0,2,0,0,4,0,1
Total Sexual Crimes,8,4,13,8,6,3,8,6,5,7
Attempted murder,1,2,0,0,1,0,4,0,1,1
Assault with the intent to inflict grievous bodily harm,28,26,39,24,17,13,23,29,19,22
Common assault,28,18,18,21,2,15,10,25,29,20
Common robbery,4,1,2,1,1,1,1,5,2,1
Robbery with aggravating circumstances,0,6,5,4,2,2,7,0,1,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,0,2,3,0,1,3,0,0
Malicious damage to property,17,18,4,10,10,13,9,23,13,7
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,2,3,3,1,3,2,3,5,12
Burglary at residential premises,33,40,27,37,18,27,32,35,29,26
Theft of motor vehicle and motorcycle,6,2,9,1,0,2,0,4,3,3
Theft out of or from motor vehicle,5,3,5,7,0,2,4,6,3,3
Stock-theft,49,18,27,29,24,26,41,38,56,41
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,1,0,0,1,0,0,2,0
Drug-related crime,2,2,3,3,0,1,1,1,6,7
Driving under the influence of alcohol or drugs,1,1,4,1,6,9,3,2,2,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,44,46,43,46,25,30,24,36,48,54
Commercial crime,3,2,9,3,0,0,3,2,1,2
Shoplifting,0,0,0,0,0,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,1,0,1,1,0,0,0
Truck hijacking,0,1,0,0,0,0,1,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,1,2,0,0,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,15,10,8,13,9,5,10,13,8
Public violence,0,0,0,0,0,0,0,1,0,0
Crimen injuria,3,1,6,2,2,6,3,5,3,4
Neglect and ill-treatment of children ,2,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Pienaar (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,19,26
Total Sexual Crimes,0,0,0,0,0,0,0,0,191,175
Attempted murder,0,0,0,0,0,0,0,0,39,33
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,0,0,419,420
Common assault,0,0,0,0,0,0,0,0,220,216
Common robbery,0,0,0,0,0,0,0,0,50,61
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,310,284
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,8,7
Malicious damage to property,0,0,0,0,0,0,0,0,163,124
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,0,0,123,118
Burglary at residential premises,0,0,0,0,0,0,0,0,314,428
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,13,26
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,63,46
Stock-theft,0,0,0,0,0,0,0,0,5,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,52,54
Drug-related crime,0,0,0,0,0,0,0,0,35,98
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,19,38
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,0,0,0,313,398
Commercial crime,0,0,0,0,0,0,0,0,5,7
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,26,11
Truck hijacking,0,0,0,0,0,0,0,0,0,1
Robbery at residential premises,0,0,0,0,0,0,0,0,78,79
Robbery at non-residential premises,0,0,0,0,0,0,0,0,58,48
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,0,19,5
Public violence,0,0,0,0,0,0,0,0,5,1
Crimen injuria,0,0,0,0,0,0,0,0,12,11
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,4,2
Kidnapping,0,0,0,0,0,0,0,0,8,11
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Piet Retief (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
