Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Free State Provincial Total  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,116,78,71,116,86,112,144,115,89,149
Burglary at residential premises,415,299,294,320,347,292,350,497,613,550
Theft of motor vehicle and motorcycle,23,25,28,23,20,38,25,62,51,33
Theft out of or from motor vehicle,123,67,58,65,50,68,95,83,78,70
Stock-theft,150,74,79,89,136,119,131,92,84,117
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,12,10,5,0,5,5,11,16,5,14
Drug-related crime,45,85,104,112,71,138,188,95,179,75
Driving under the influence of alcohol or drugs,29,29,64,35,69,64,47,60,64,58
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,765,648,416,386,403,535,430,530,553,508
Commercial crime,92,109,104,99,69,168,189,130,602,272
Shoplifting,166,120,161,155,196,240,233,250,172,206
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,1,1,4,2,9,12,10,9,14
Truck hijacking,0,0,0,1,0,0,0,1,0,0
Robbery at residential premises,0,0,2,1,4,9,23,18,19,25
Robbery at non-residential premises,0,0,1,1,5,17,20,27,17,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,16,17,24,8,19,18,16,16,24
Public violence,4,2,1,0,1,2,1,3,2,1
Crimen injuria,116,50,33,52,35,31,38,86,80,72
Neglect and ill-treatment of children ,10,10,3,3,9,5,8,8,8,16
Kidnapping,2,0,1,5,3,3,6,8,11,11
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Reddersburg (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,3,2,2,5,1,3,0,1
Total Sexual Crimes,9,26,14,26,12,17,7,21,26,10
Attempted murder,1,0,2,2,2,1,1,1,0,0
Assault with the intent to inflict grievous bodily harm,74,83,43,46,64,35,37,54,50,45
Common assault,96,105,68,69,66,60,51,53,54,43
Common robbery,1,14,3,2,8,2,5,3,2,2
Robbery with aggravating circumstances,3,3,2,1,1,3,2,5,1,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,0,1,2,0,0,1,1,8
Malicious damage to property,24,34,32,24,22,20,13,15,22,18
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,4,3,2,4,23,7,4,3,1
Burglary at residential premises,52,40,24,33,40,21,23,34,30,29
Theft of motor vehicle and motorcycle,3,1,5,0,2,5,0,4,9,6
Theft out of or from motor vehicle,8,9,5,2,3,3,3,2,1,2
Stock-theft,52,57,56,60,49,65,53,35,42,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,4,1,2,1,0,1,1,0,0
Drug-related crime,5,3,6,2,4,7,10,4,4,7
Driving under the influence of alcohol or drugs,2,4,6,6,7,2,2,3,8,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,57,65,31,38,38,36,29,31,26,21
Commercial crime,3,1,4,1,9,2,5,4,3,5
Shoplifting,2,1,6,0,2,0,1,0,1,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,1,0
Truck hijacking,0,0,0,0,0,1,0,0,0,1
Robbery at residential premises,0,0,0,0,0,0,2,0,0,1
Robbery at non-residential premises,0,0,0,0,0,1,0,2,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,3,4,6,2,7,5,7,8,12
Public violence,3,0,0,0,0,1,0,1,0,2
Crimen injuria,55,64,42,29,44,34,14,5,12,14
Neglect and ill-treatment of children ,0,2,1,2,2,1,0,3,0,1
Kidnapping,0,0,0,0,0,0,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Reitz (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,7,5,2,6,6,6,1,4,4
Total Sexual Crimes,35,38,26,19,30,41,20,62,30,27
Attempted murder,6,3,3,2,3,2,3,3,3,7
Assault with the intent to inflict grievous bodily harm,94,101,82,43,64,90,92,80,55,42
Common assault,162,130,103,35,60,76,78,82,53,73
Common robbery,3,10,7,4,7,12,5,8,8,4
Robbery with aggravating circumstances,6,6,6,7,5,3,6,4,5,17
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,2,0,4,1,0,2,0,0
Malicious damage to property,70,79,61,40,41,44,57,48,30,43
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,55,54,33,13,16,23,54,45,60,36
Burglary at residential premises,194,139,115,80,63,99,64,92,93,88
Theft of motor vehicle and motorcycle,28,30,20,13,15,11,11,11,15,12
Theft out of or from motor vehicle,53,22,21,24,6,17,24,18,23,24
Stock-theft,135,91,110,87,65,71,72,106,83,59
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,5,4,2,3,1,2,3,0,0
Drug-related crime,19,18,19,20,30,27,36,47,61,60
Driving under the influence of alcohol or drugs,12,6,7,17,21,18,17,22,17,29
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,202,175,170,94,104,149,150,116,111,94
Commercial crime,19,30,14,15,15,18,10,24,26,30
Shoplifting,20,34,24,17,22,14,10,11,13,6
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,1,0,1,0,1
Truck hijacking,0,1,1,2,0,0,1,0,0,0
Robbery at residential premises,0,0,0,0,0,0,2,0,1,2
Robbery at non-residential premises,0,0,0,0,0,1,2,1,4,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,13,10,10,14,10,6,9,7,6
Public violence,0,0,0,0,5,0,1,1,1,0
Crimen injuria,21,21,24,3,9,18,19,22,9,9
Neglect and ill-treatment of children ,2,0,0,1,2,0,1,0,0,0
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Roadside (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,0,1,1,0,0,0,0,0
Total Sexual Crimes,2,1,1,1,3,1,1,1,1,1
Attempted murder,1,1,0,2,0,2,0,1,0,0
Assault with the intent to inflict grievous bodily harm,7,3,1,1,2,1,6,0,4,2
Common assault,9,9,12,6,4,7,8,10,3,4
Common robbery,0,0,0,0,1,0,0,1,0,1
Robbery with aggravating circumstances,4,9,2,8,3,8,4,0,4,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,0
Malicious damage to property,3,8,3,9,4,3,2,1,1,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,0,0,0,0,1,0,0,0,0
Burglary at residential premises,7,6,6,5,6,1,5,3,3,3
Theft of motor vehicle and motorcycle,2,3,0,2,0,0,0,0,0,0
Theft out of or from motor vehicle,3,6,7,5,9,4,10,6,8,3
Stock-theft,26,12,13,12,12,9,9,10,13,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,1,0,0,0,0,0,0
Drug-related crime,4,0,0,1,0,6,0,0,0,1
Driving under the influence of alcohol or drugs,3,2,4,6,1,0,0,0,0,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,16,13,10,7,8,9,8,10,10,11
Commercial crime,0,0,0,1,0,1,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,0,0,0,0,0
Truck hijacking,1,0,0,2,1,4,0,0,0,2
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,5,13,4,5,6,8,9,14,11
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,2,0,3,1,0,1,0,0,0,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rosendal (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,2,1,0,0,2,0,2,2
Total Sexual Crimes,5,7,7,7,5,7,6,7,6,5
Attempted murder,0,1,2,2,1,0,1,2,0,4
Assault with the intent to inflict grievous bodily harm,35,32,37,31,29,23,24,24,33,33
Common assault,37,23,20,26,16,15,19,22,28,29
Common robbery,0,1,1,1,0,0,1,1,3,2
Robbery with aggravating circumstances,0,1,1,2,1,2,3,0,2,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,1,1,1,2,0,2
Malicious damage to property,28,16,16,15,19,8,14,11,15,18
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,6,15,4,7,5,9,6,2,5
Burglary at residential premises,30,30,34,20,30,21,23,24,35,26
Theft of motor vehicle and motorcycle,7,5,2,10,1,3,0,2,1,1
Theft out of or from motor vehicle,4,4,4,4,3,3,1,2,3,2
Stock-theft,35,28,31,16,22,13,31,16,19,22
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,1,0,0,0,3,2,0,1
Drug-related crime,18,9,10,11,5,4,12,7,7,8
Driving under the influence of alcohol or drugs,0,0,1,1,0,0,3,1,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,39,34,27,39,13,37,32,18,18,17
Commercial crime,1,0,2,0,1,0,2,0,3,1
Shoplifting,0,1,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,0,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,1,0,1,3
Robbery at non-residential premises,0,0,0,0,1,1,1,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,0,3,0,2,2,0,4,0,1
Public violence,0,0,0,0,0,0,3,0,1,0
Crimen injuria,6,11,3,6,7,1,3,2,7,16
Neglect and ill-treatment of children ,0,0,0,0,0,1,0,0,0,1
Kidnapping,0,1,0,0,0,0,0,1,2,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rouxville (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,2,2,4,2,1,3,1,4
Total Sexual Crimes,17,12,11,12,11,10,11,9,9,14
Attempted murder,7,6,0,1,3,1,1,1,2,2
Assault with the intent to inflict grievous bodily harm,126,120,76,71,69,77,65,77,88,64
Common assault,122,84,67,66,70,68,65,37,47,34
Common robbery,9,9,3,3,2,0,0,2,1,1
Robbery with aggravating circumstances,1,2,4,4,1,3,3,7,1,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,4,0,3,0,1,2,1,1,2
Malicious damage to property,51,39,25,25,16,28,20,21,21,17
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,46,26,22,6,9,6,9,13,16,17
Burglary at residential premises,89,47,66,43,49,40,29,43,42,50
Theft of motor vehicle and motorcycle,9,4,8,2,1,4,3,3,4,1
Theft out of or from motor vehicle,7,8,5,3,5,1,4,3,1,2
Stock-theft,73,68,64,46,45,36,62,42,47,41
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,1,1,0,0,0,0,0,1
Drug-related crime,18,2,6,2,7,9,7,8,5,22
Driving under the influence of alcohol or drugs,4,4,2,2,3,1,3,7,1,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,81,60,64,52,48,41,31,45,34,37
Commercial crime,7,8,7,4,3,6,5,5,1,7
Shoplifting,11,15,4,9,1,3,3,1,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,1,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,2,2,5,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,5,6,4,9,9,9,5,8,8
Public violence,0,0,0,1,0,0,0,0,0,0
Crimen injuria,0,2,2,2,0,1,6,11,6,4
Neglect and ill-treatment of children ,1,0,0,2,2,1,0,0,2,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sasolburg (FS)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,32,28,39,39,23,31,27,31,3,5
Total Sexual Crimes,178,151,161,132,136,144,182,153,41,15
Attempted murder,79,101,91,53,59,55,68,57,9,13
Assault with the intent to inflict grievous bodily harm,568,528,503,469,434,534,504,418,84,68
Common assault,1327,1350,1169,1101,1032,1056,863,724,273,199
Common robbery,199,212,161,163,165,119,91,87,36,27
Robbery with aggravating circumstances,359,315,272,215,220,250,261,247,93,87
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,28,31,30,25,18,22,18,3,2
Malicious damage to property,651,620,602,496,512,565,500,489,197,173
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,187,158,181,186,140,187,177,173,101,101
Burglary at residential premises,860,1020,921,691,570,695,722,612,271,300
Theft of motor vehicle and motorcycle,355,325,306,213,189,186,236,194,149,184
Theft out of or from motor vehicle,352,303,197,182,161,136,220,176,119,106
Stock-theft,27,35,25,16,25,17,29,15,9,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,13,23,22,20,23,10,17,16,2,7
Drug-related crime,112,150,281,221,162,135,143,110,70,66
Driving under the influence of alcohol or drugs,76,65,82,89,86,126,147,86,64,48
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2007,1618,1293,1160,1236,1598,1092,987,485,434
Commercial crime,158,94,87,115,76,78,111,129,154,331
Shoplifting,203,215,203,105,109,207,180,152,94,115
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,12,10,11,6,9,16,23,19,13,8
Truck hijacking,15,21,9,1,8,10,8,2,3,7
Robbery at residential premises,8,28,18,16,16,21,20,40,20,28
Robbery at non-residential premises,0,0,2,4,18,26,59,44,13,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,25,27,21,29,33,29,28,28,18,18
Public violence,0,2,0,0,2,1,2,2,0,3
Crimen injuria,335,218,210,163,174,146,142,114,33,21
Neglect and ill-treatment of children ,15,10,5,7,10,13,16,3,1,1
Kidnapping,2,3,2,0,3,12,19,4,2,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Selosesha (FS)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,25,15,25,16,8,11,20,17,18,23
Total Sexual Crimes,104,120,94,108,129,127,112,154,131,105
Attempted murder,46,36,20,13,22,13,18,11,15,14
Assault with the intent to inflict grievous bodily harm,570,536,507,447,498,419,460,370,357,439
Common assault,190,221,218,256,268,263,302,311,259,323
Common robbery,133,213,171,144,91,72,48,52,36,33
Robbery with aggravating circumstances,64,64,84,59,105,101,129,116,131,114
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,5,6,4,5,4,2,9,6,7
Malicious damage to property,193,175,186,189,217,223,183,181,200,217
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,57,42,42,24,55,107,90,92,81,63
Burglary at residential premises,346,418,401,335,326,404,405,339,371,402
Theft of motor vehicle and motorcycle,16,17,8,9,12,7,6,17,17,11
Theft out of or from motor vehicle,46,49,30,34,19,22,30,42,30,36
Stock-theft,158,128,128,209,143,180,127,136,132,136
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,8,6,2,6,9,6,5,6,7
Drug-related crime,58,92,90,115,148,115,222,189,218,162
Driving under the influence of alcohol or drugs,7,9,12,8,10,16,13,18,17,22
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,293,197,211,211,181,423,222,148,195,210
Commercial crime,6,15,15,4,11,10,2,9,11,9
Shoplifting,0,0,1,2,0,2,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,5,5,2,1,1,4,0,5,7
Truck hijacking,0,0,0,0,1,1,0,0,0,0
Robbery at residential premises,2,3,0,0,1,15,12,20,15,20
Robbery at non-residential premises,1,0,0,0,6,29,32,29,45,31
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,6,13,7,15,5,9,9,8,9
Public violence,0,0,0,0,0,1,1,1,1,52
Crimen injuria,117,111,75,69,78,53,85,76,73,85
Neglect and ill-treatment of children ,29,17,16,17,9,7,16,17,11,12
Kidnapping,6,1,4,4,0,1,1,3,8,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Senekal (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,9,4,10,4,4,7,7,6,5
Total Sexual Crimes,34,28,25,21,20,14,14,22,23,37
Attempted murder,7,10,6,8,2,1,3,3,1,2
Assault with the intent to inflict grievous bodily harm,154,138,118,106,101,126,103,82,64,90
Common assault,201,220,177,126,134,139,138,120,127,126
Common robbery,6,6,5,13,13,15,14,13,9,9
Robbery with aggravating circumstances,4,6,9,6,6,5,17,12,13,12
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,5,2,3,2,1,0,0,0,3
Malicious damage to property,107,94,89,84,55,83,66,60,49,69
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,78,96,83,61,47,57,73,48,46,76
Burglary at residential premises,161,116,140,130,97,124,106,88,79,80
Theft of motor vehicle and motorcycle,34,7,6,17,7,8,11,10,9,15
Theft out of or from motor vehicle,43,32,29,23,17,10,20,17,23,21
Stock-theft,73,50,42,70,72,41,66,40,62,70
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,4,2,1,1,3,0,1,0,1
Drug-related crime,52,29,49,37,55,31,55,74,79,107
Driving under the influence of alcohol or drugs,16,9,18,16,16,11,7,11,23,37
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,296,279,216,197,173,158,151,139,151,174
Commercial crime,11,20,12,11,9,21,23,22,43,61
Shoplifting,40,24,14,26,19,32,18,23,8,15
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,1,0,0,0,0,0,1,0,1
Truck hijacking,0,0,0,2,0,0,3,0,0,0
Robbery at residential premises,0,0,0,0,1,2,1,1,2,2
Robbery at non-residential premises,0,0,0,0,0,3,6,7,6,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,10,6,16,14,11,10,14,9,12
Public violence,0,0,1,0,0,0,2,1,0,2
Crimen injuria,11,19,11,14,11,9,8,7,11,18
Neglect and ill-treatment of children ,1,0,0,2,2,1,2,0,1,2
Kidnapping,0,0,0,1,0,1,0,0,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Smithfield (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,2,3,3,2,1,3,2,3,1
Total Sexual Crimes,11,17,15,9,16,10,13,13,19,18
Attempted murder,1,0,2,1,3,1,2,3,0,1
Assault with the intent to inflict grievous bodily harm,110,100,106,108,85,73,61,68,63,107
Common assault,124,104,108,112,97,81,69,86,101,86
Common robbery,9,10,4,5,2,5,2,3,2,3
Robbery with aggravating circumstances,3,1,4,2,2,1,2,3,7,7
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,1,1,1,2,2,0,0,1,0
Malicious damage to property,28,43,37,32,32,32,18,26,38,25
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,20,19,15,4,14,13,15,13,6,7
Burglary at residential premises,58,57,58,39,49,60,62,37,41,44
Theft of motor vehicle and motorcycle,5,8,3,2,5,1,2,2,7,3
Theft out of or from motor vehicle,7,5,4,4,10,6,2,4,5,6
Stock-theft,64,61,57,74,57,61,82,52,60,49
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,1,2,1,0,0,0,0,1
Drug-related crime,0,1,0,10,10,7,13,1,8,7
Driving under the influence of alcohol or drugs,3,1,2,2,1,1,2,2,1,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,79,65,95,50,60,41,39,40,50,41
Commercial crime,4,8,1,3,2,7,2,3,10,2
Shoplifting,4,4,1,3,3,2,4,1,3,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,0,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,2,2,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,5,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,7,4,11,2,9,4,7,0
Public violence,0,0,1,1,0,0,0,0,0,2
Crimen injuria,1,5,40,18,7,7,3,7,9,5
Neglect and ill-treatment of children ,5,4,2,3,1,1,1,1,1,3
Kidnapping,0,0,0,0,0,0,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Soutpan (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
