Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  KwaZulu-Natal  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,60,40,64,53,69,41,88,32,61,35
Drug-related crime,121,101,119,122,149,41,90,119,158,73
Driving under the influence of alcohol or drugs,147,219,239,290,408,443,457,539,651,718
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2136,1858,1542,1215,1122,986,1005,922,1065,1009
Commercial crime,197,225,138,210,188,289,257,265,128,140
Shoplifting,522,448,466,396,431,579,691,542,476,488
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,10,27,20,13,10,17,22,12,12,16
Truck hijacking,1,4,9,4,2,8,7,2,6,6
Robbery at residential premises,0,2,15,23,29,46,35,33,27,32
Robbery at non-residential premises,4,0,17,33,53,60,33,33,18,24
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,26,19,50,37,39,43,28,43,32,27
Public violence,0,0,0,1,0,0,3,0,1,1
Crimen injuria,443,267,276,198,166,207,242,242,229,178
Neglect and ill-treatment of children ,10,15,9,16,14,13,2,3,2,2
Kidnapping,17,10,27,15,15,18,19,24,34,22
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Lamontville (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,9,15,11,10,22,8,15,8,14
Total Sexual Crimes,67,65,58,57,41,45,55,51,70,43
Attempted murder,29,23,30,16,10,18,17,18,11,16
Assault with the intent to inflict grievous bodily harm,235,202,189,207,229,252,191,185,160,156
Common assault,173,155,113,128,164,166,121,129,161,145
Common robbery,75,56,43,36,27,35,17,23,22,27
Robbery with aggravating circumstances,131,98,82,83,72,88,83,47,45,51
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,4,1,3,2,5,5,4,0,0
Malicious damage to property,69,79,58,60,59,70,63,59,62,34
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,1,0,2,2,2,6,9,9,13
Burglary at residential premises,98,139,101,123,137,171,132,128,128,132
Theft of motor vehicle and motorcycle,10,18,16,8,7,5,4,5,7,9
Theft out of or from motor vehicle,25,29,13,19,16,16,16,21,26,31
Stock-theft,0,0,0,0,0,0,0,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,8,25,12,20,2,3,10,17,3
Drug-related crime,14,15,12,31,39,16,80,117,141,214
Driving under the influence of alcohol or drugs,3,16,10,18,16,3,12,11,6,27
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,234,175,109,87,98,105,109,134,105,110
Commercial crime,6,6,1,1,1,3,3,2,5,4
Shoplifting,0,0,0,0,0,0,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,9,13,12,8,17,20,17,13,6
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,1,1,6,17,9,3,1,8
Robbery at non-residential premises,0,0,0,0,0,0,1,0,2,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,3,0,2,2,3,1,0,1,4
Public violence,0,0,0,0,0,0,6,0,2,0
Crimen injuria,19,27,45,22,27,19,19,16,28,29
Neglect and ill-treatment of children ,0,0,1,1,0,2,0,0,1,0
Kidnapping,0,1,0,1,1,1,1,4,3,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Louwsburg (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,0,2,1,2,3,6,1,1,2
Total Sexual Crimes,3,15,7,13,6,9,15,17,6,17
Attempted murder,3,2,3,1,2,1,3,2,1,0
Assault with the intent to inflict grievous bodily harm,38,52,46,57,51,31,49,48,48,55
Common assault,29,42,48,35,25,24,24,17,14,12
Common robbery,4,5,0,5,2,1,2,2,1,5
Robbery with aggravating circumstances,5,0,0,2,1,1,1,1,1,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,5,0,0,2,1,1,3,2
Malicious damage to property,17,14,10,15,10,18,15,18,16,9
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,11,6,5,7,2,4,6,8,7,8
Burglary at residential premises,35,42,38,44,33,17,27,43,24,41
Theft of motor vehicle and motorcycle,0,0,0,1,1,0,1,0,0,1
Theft out of or from motor vehicle,16,3,11,6,2,2,4,4,4,11
Stock-theft,36,25,19,21,39,18,37,29,44,28
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,3,1,2,2,0,2,0,3,0
Drug-related crime,5,15,22,31,14,24,20,21,34,48
Driving under the influence of alcohol or drugs,2,0,0,0,0,2,1,5,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,80,87,56,42,27,42,35,40,35,38
Commercial crime,2,1,0,0,2,1,2,4,4,4
Shoplifting,2,2,3,5,1,4,0,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,0,1,0,1
Robbery at non-residential premises,0,0,0,0,1,0,0,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,3,0,4,4,0,1,4,2
Public violence,5,1,0,0,0,1,1,0,0,0
Crimen injuria,3,4,15,6,5,3,9,6,2,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,1
Kidnapping,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Madadeni (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,42,42,42,43,43,30,24,31,32,35
Total Sexual Crimes,184,169,150,154,151,134,139,138,159,156
Attempted murder,33,26,31,14,17,27,26,14,14,11
Assault with the intent to inflict grievous bodily harm,639,554,473,456,409,425,441,438,498,521
Common assault,724,543,361,240,172,208,291,294,401,508
Common robbery,364,217,142,113,65,84,92,85,106,128
Robbery with aggravating circumstances,272,181,139,133,129,114,177,173,213,225
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,24,18,17,12,7,9,10,12,13,9
Malicious damage to property,281,214,232,158,129,150,154,141,151,191
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,109,82,54,59,67,83,104,118,104,72
Burglary at residential premises,799,672,649,560,358,404,476,437,434,567
Theft of motor vehicle and motorcycle,33,22,26,43,47,58,54,42,27,38
Theft out of or from motor vehicle,130,92,94,83,38,82,85,100,169,127
Stock-theft,34,42,37,33,46,40,37,39,42,59
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,52,30,17,32,30,29,33,19,24,14
Drug-related crime,120,231,210,354,172,149,233,291,349,370
Driving under the influence of alcohol or drugs,48,72,116,181,124,126,250,266,309,243
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,800,473,288,204,144,191,237,242,311,322
Commercial crime,26,36,40,105,41,80,46,51,46,59
Shoplifting,204,193,171,143,97,137,96,112,112,187
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,7,8,2,18,10,13,11,13,8
Truck hijacking,0,0,0,0,1,0,0,0,0,0
Robbery at residential premises,13,13,18,16,17,21,32,26,19,25
Robbery at non-residential premises,0,0,0,0,4,11,16,23,20,24
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,13,16,17,12,20,11,18,9,10
Public violence,1,1,0,0,0,0,1,0,0,2
Crimen injuria,14,13,12,9,8,7,3,10,14,21
Neglect and ill-treatment of children ,15,12,8,10,7,16,11,10,8,6
Kidnapping,16,13,10,7,3,12,6,6,11,15
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Magudu (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,4,2,4,5,1,3,4,0,2
Total Sexual Crimes,8,5,9,13,3,6,6,8,6,6
Attempted murder,2,3,1,3,3,2,0,0,1,1
Assault with the intent to inflict grievous bodily harm,48,47,51,41,43,43,28,32,31,19
Common assault,26,26,10,13,17,14,23,9,5,14
Common robbery,1,3,1,3,1,1,0,0,0,1
Robbery with aggravating circumstances,3,0,2,2,6,3,2,2,3,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,0,0,0,1,1,0,0,0
Malicious damage to property,8,3,4,9,3,5,10,3,5,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,6,3,1,11,2,4,1,3,3
Burglary at residential premises,20,24,16,18,11,13,19,8,12,5
Theft of motor vehicle and motorcycle,5,4,3,1,0,0,2,3,3,1
Theft out of or from motor vehicle,5,1,3,3,1,0,4,2,0,0
Stock-theft,5,6,4,4,2,5,8,6,6,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,3,2,6,3,1,1,3,4,1
Drug-related crime,28,11,15,28,18,53,52,61,53,34
Driving under the influence of alcohol or drugs,0,0,0,0,0,1,5,3,1,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,55,44,32,15,33,37,56,32,42,24
Commercial crime,0,2,0,1,2,1,0,1,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,1,5
Robbery at non-residential premises,0,0,0,0,0,0,0,1,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,8,3,3,3,3,4,3,3,4
Public violence,0,0,1,0,0,1,0,0,0,0
Crimen injuria,1,3,0,2,6,4,1,3,3,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,1,1,1,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mahlabatini (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,32,18,25,22,20,21,24,14,7,13
Total Sexual Crimes,40,45,32,33,39,38,42,48,46,44
Attempted murder,40,15,17,23,16,19,10,7,11,12
Assault with the intent to inflict grievous bodily harm,161,169,87,111,104,86,80,98,88,102
Common assault,42,39,27,26,16,13,25,37,14,23
Common robbery,19,14,10,7,10,2,3,7,6,3
Robbery with aggravating circumstances,64,29,43,38,31,46,31,17,24,11
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,3,5,6,6,8,4,5,4,4
Malicious damage to property,36,16,12,12,25,21,19,26,25,30
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,11,3,4,9,9,6,10,22,26,17
Burglary at residential premises,61,29,31,31,38,27,27,42,40,26
Theft of motor vehicle and motorcycle,1,7,4,3,5,1,2,2,3,1
Theft out of or from motor vehicle,6,5,4,3,3,5,6,2,7,6
Stock-theft,88,60,45,46,42,50,43,45,54,32
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,84,111,115,55,68,71,96,71,50,29
Drug-related crime,39,35,57,47,50,83,122,53,61,52
Driving under the influence of alcohol or drugs,1,9,16,9,11,15,7,12,4,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,112,37,33,38,45,41,21,35,37,33
Commercial crime,4,2,8,19,5,5,4,4,3,2
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,2,6,2,5,2,0,4,0
Truck hijacking,0,0,0,0,0,0,0,0,0,1
Robbery at residential premises,0,0,5,6,10,6,10,6,10,3
Robbery at non-residential premises,0,0,0,0,0,3,0,0,3,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,6,10,4,13,4,8,14,4,6
Public violence,1,1,0,0,0,0,0,0,0,1
Crimen injuria,2,0,3,1,0,0,4,1,7,14
Neglect and ill-treatment of children ,1,2,0,3,0,1,2,0,1,0
Kidnapping,1,2,3,1,3,0,0,3,2,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Malvern (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,1,7,7,4,9,8,7,6,5
Total Sexual Crimes,21,27,25,25,36,28,26,25,34,21
Attempted murder,12,14,7,17,24,10,15,16,12,6
Assault with the intent to inflict grievous bodily harm,30,51,32,33,37,31,39,21,26,27
Common assault,136,131,128,113,125,123,127,110,152,123
Common robbery,37,25,30,29,10,20,18,8,13,15
Robbery with aggravating circumstances,70,46,73,130,111,75,101,76,89,116
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,0,0,0,4,2,2,4
Malicious damage to property,53,48,51,49,45,34,34,35,41,34
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,84,43,49,70,43,30,37,27,16,54
Burglary at residential premises,402,315,360,266,225,223,305,250,321,526
Theft of motor vehicle and motorcycle,213,154,235,106,113,95,157,129,138,125
Theft out of or from motor vehicle,182,166,120,71,54,54,62,66,71,62
Stock-theft,0,0,0,0,0,0,0,1,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,4,8,17,22,21,13,16,9,5
Drug-related crime,74,58,73,48,50,62,128,129,141,158
Driving under the influence of alcohol or drugs,15,60,64,64,54,83,72,51,95,63
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,204,205,202,167,169,167,160,149,182,163
Commercial crime,38,31,28,32,38,69,83,139,65,49
Shoplifting,57,55,39,36,39,40,30,33,34,47
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,24,7,10,35,31,17,34,21,37,48
Truck hijacking,0,0,0,0,1,0,1,0,0,0
Robbery at residential premises,2,0,15,12,17,15,20,14,21,39
Robbery at non-residential premises,3,1,3,10,9,7,13,16,5,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,11,8,11,6,7,6,9,10
Public violence,0,0,0,0,0,1,0,1,0,0
Crimen injuria,17,22,30,24,32,27,30,30,35,27
Neglect and ill-treatment of children ,0,2,1,5,4,2,0,0,3,1
Kidnapping,1,1,2,1,0,1,0,1,2,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mandeni (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,8,6,14,9,6,10,2,4,4
Total Sexual Crimes,27,25,28,16,20,32,16,25,24,25
Attempted murder,29,20,15,18,16,20,8,17,7,7
Assault with the intent to inflict grievous bodily harm,56,68,64,44,49,36,42,49,34,42
Common assault,46,34,33,35,44,23,39,26,29,31
Common robbery,46,35,27,24,11,6,3,13,5,2
Robbery with aggravating circumstances,77,101,67,104,75,73,43,68,37,30
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,1,3,3,2,2,2,2,2
Malicious damage to property,63,33,29,21,21,15,27,29,30,15
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,17,14,20,18,24,21,32,18,18,19
Burglary at residential premises,128,137,123,129,96,96,87,115,115,119
Theft of motor vehicle and motorcycle,21,28,19,6,13,7,9,9,6,10
Theft out of or from motor vehicle,155,102,74,66,47,27,41,31,33,55
Stock-theft,1,8,3,8,7,5,10,7,12,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,7,4,11,9,3,4,15,7,8
Drug-related crime,25,24,26,41,46,61,73,75,163,211
Driving under the influence of alcohol or drugs,26,25,27,35,18,20,30,12,32,63
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,171,113,91,78,93,77,81,109,82,105
Commercial crime,17,19,14,21,40,42,47,39,38,49
Shoplifting,80,117,90,132,78,58,37,36,14,29
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,19,12,10,19,17,16,7,7,3,2
Truck hijacking,1,0,1,0,0,1,0,0,0,0
Robbery at residential premises,1,7,11,32,10,17,17,35,9,14
Robbery at non-residential premises,0,0,0,3,4,3,1,3,7,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,9,9,5,9,8,12,10,9,10
Public violence,0,0,0,0,0,0,0,1,0,0
Crimen injuria,5,6,9,3,5,2,0,2,0,2
Neglect and ill-treatment of children ,3,1,0,0,0,0,0,0,1,0
Kidnapping,0,1,3,3,2,1,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Maphumulo (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,30,23,29,38,20,24,19,23,17,15
Total Sexual Crimes,63,41,36,56,48,54,69,51,42,39
Attempted murder,52,39,22,35,19,28,18,19,11,20
Assault with the intent to inflict grievous bodily harm,75,94,87,84,95,92,109,126,92,172
Common assault,73,76,77,63,85,81,115,136,129,113
Common robbery,32,23,41,42,36,41,35,34,34,45
Robbery with aggravating circumstances,74,72,41,31,46,84,53,55,42,49
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,6,1,2,3,4,7,9,7,10
Malicious damage to property,29,32,24,28,29,38,54,56,45,68
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,20,5,12,9,2,15,15,28,20,60
Burglary at residential premises,109,102,110,106,105,184,162,159,137,152
Theft of motor vehicle and motorcycle,13,13,5,6,6,9,12,11,8,11
Theft out of or from motor vehicle,16,9,6,4,3,17,3,19,15,18
Stock-theft,28,30,37,30,43,58,94,110,75,89
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,47,30,12,34,23,29,19,39,16,16
Drug-related crime,16,19,10,38,46,48,31,25,74,110
Driving under the influence of alcohol or drugs,0,0,0,0,3,4,3,4,8,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,54,52,51,55,72,97,117,177,240,192
Commercial crime,13,3,4,11,9,6,48,23,35,24
Shoplifting,9,3,1,1,0,5,1,1,3,7
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,3,0,2,9,4,3,1,3
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,0,0,4,43,28,31,23,21
Robbery at non-residential premises,0,0,0,0,0,3,6,8,4,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,17,11,16,14,9,15,17,11,11
Public violence,1,0,0,0,0,0,0,1,1,0
Crimen injuria,0,1,5,0,0,2,0,4,7,4
Neglect and ill-treatment of children ,1,2,0,0,2,1,0,0,0,0
Kidnapping,0,0,2,1,0,0,1,3,2,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Margate (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,43,28,37,32,16,25,30,21,24
Total Sexual Crimes,95,99,85,68,130,368,88,95,97,83
Attempted murder,32,30,24,38,23,14,24,18,16,19
Assault with the intent to inflict grievous bodily harm,330,270,244,320,331,371,310,311,232,208
Common assault,413,375,329,346,287,309,293,254,235,206
Common robbery,80,68,52,59,108,87,80,60,61,66
Robbery with aggravating circumstances,69,86,93,158,107,142,152,133,172,177
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,27,15,11,9,17,5,12,5,1,1
Malicious damage to property,379,252,199,172,210,208,172,181,147,121
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,69,57,66,57,67,104,119,120,108,113
Burglary at residential premises,1160,1124,1037,1203,1032,950,892,1014,1061,1060
Theft of motor vehicle and motorcycle,82,58,64,70,53,36,37,26,33,55
Theft out of or from motor vehicle,549,325,247,220,209,174,147,126,129,140
Stock-theft,6,4,4,7,9,10,8,4,8,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,26,40,47,27,30,17,12,32,25,16
