Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gauteng for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
"Midrand, Ivory Park and Norkempark ceded Rabie Ridge August 2004.  Ivory Park was formerly named Rabie Ridge",,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,14,9,19,19,11,10,13,10,8
Total Sexual Crimes,66,78,48,50,67,42,72,78,108,85
Attempted murder,53,40,41,42,36,30,40,37,35,27
Assault with the intent to inflict grievous bodily harm,152,127,111,117,138,131,122,125,117,108
Common assault,395,415,344,439,442,474,470,396,386,374
Common robbery,219,133,131,152,117,131,235,253,206,186
Robbery with aggravating circumstances,668,583,595,823,808,849,999,752,554,585
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,19,13,6,5,12,3,10,6,8,1
Malicious damage to property,464,395,398,398,341,361,579,488,485,384
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,155,234,280,291,296,301,295,270,225,180
Burglary at residential premises,1372,874,757,813,687,827,951,775,652,772
Theft of motor vehicle and motorcycle,331,329,335,471,581,637,474,268,297,192
Theft out of or from motor vehicle,586,574,450,333,303,345,420,413,643,624
Stock-theft,0,3,0,0,2,0,1,0,0,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,11,17,11,21,19,9,33,23,15,12
Drug-related crime,64,179,83,75,73,62,69,69,165,172
Driving under the influence of alcohol or drugs,84,65,61,124,138,131,226,341,530,473
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2049,1710,1442,1428,1273,1403,1676,1858,2048,2043
Commercial crime,527,455,462,576,685,755,1015,1321,915,962
Shoplifting,280,250,271,234,263,391,475,339,257,218
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,131,158,110,140,163,116,184,183,97,91
Truck hijacking,4,10,5,5,19,30,27,21,12,9
Robbery at residential premises,89,97,133,252,204,201,277,149,116,139
Robbery at non-residential premises,69,22,67,102,71,102,109,87,58,71
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,24,36,26,37,44,28,41,34,28,28
Public violence,1,1,2,1,0,3,3,2,1,0
Crimen injuria,73,63,63,63,63,97,76,66,49,68
Neglect and ill-treatment of children ,8,5,2,7,4,3,6,4,3,3
Kidnapping,0,0,0,3,4,7,7,9,9,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Moffatview (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,0,27
Total Sexual Crimes,0,0,0,0,0,0,0,0,0,44
Attempted murder,0,0,0,0,0,0,0,0,0,11
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,0,0,0,179
Common assault,0,0,0,0,0,0,0,0,0,337
Common robbery,0,0,0,0,0,0,0,0,0,132
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,326
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,3
Malicious damage to property,0,0,0,0,0,0,0,0,0,353
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,0,0,0,192
Burglary at residential premises,0,0,0,0,0,0,0,0,0,426
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,0,416
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,0,404
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,17
Drug-related crime,0,0,0,0,0,0,0,0,0,189
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,0,46
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,0,0,0,0,1026
Commercial crime,0,0,0,0,0,0,0,0,0,219
Shoplifting,0,0,0,0,0,0,0,0,0,257
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,63
Truck hijacking,0,0,0,0,0,0,0,0,0,1
Robbery at residential premises,0,0,0,0,0,0,0,0,0,44
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,43
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,0,0,14
Public violence,0,0,0,0,0,0,0,0,0,1
Crimen injuria,0,0,0,0,0,0,0,0,0,16
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,4
Kidnapping,0,0,0,0,0,0,0,0,0,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mondeor (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,10,16,15,17,16,12,16,11,12
Total Sexual Crimes,92,82,83,77,90,146,128,163,78,113
Attempted murder,35,32,26,29,26,60,21,20,13,16
Assault with the intent to inflict grievous bodily harm,197,130,134,149,100,133,109,110,131,159
Common assault,501,437,453,376,413,475,471,445,407,347
Common robbery,111,59,79,104,102,104,59,76,70,60
Robbery with aggravating circumstances,648,634,588,766,718,688,514,478,382,402
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,12,8,10,5,9,1,12,5,2
Malicious damage to property,564,604,605,568,481,546,296,286,225,216
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,59,51,35,43,46,31,28,36,31,56
Burglary at residential premises,961,925,910,786,630,741,805,825,853,858
Theft of motor vehicle and motorcycle,467,596,671,642,559,563,504,423,433,323
Theft out of or from motor vehicle,937,661,626,519,434,445,552,496,558,675
Stock-theft,2,2,0,3,0,0,2,1,1,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,19,8,14,21,14,59,43,25,25,12
Drug-related crime,45,42,57,48,52,67,126,92,120,167
Driving under the influence of alcohol or drugs,52,29,40,36,54,171,233,523,250,139
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1788,1659,1590,1326,1361,1317,1483,1743,1653,1657
Commercial crime,264,262,344,403,393,434,372,488,466,388
Shoplifting,544,428,506,406,314,448,451,261,404,431
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,180,165,159,226,169,116,115,99,54,56
Truck hijacking,9,7,5,6,6,6,5,7,5,10
Robbery at residential premises,75,67,84,130,94,107,118,124,128,113
Robbery at non-residential premises,27,9,23,33,62,33,30,15,21,27
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,59,56,81,75,81,67,65,45,42,44
Public violence,3,0,0,0,1,1,0,0,1,0
Crimen injuria,91,69,75,64,51,42,54,42,38,25
Neglect and ill-treatment of children ,6,6,8,8,6,14,4,12,3,2
Kidnapping,5,2,5,3,6,6,11,4,4,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Moroka (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,111,85,77,88,86,64,70,78,53,48
Total Sexual Crimes,390,394,377,338,317,363,304,295,269,228
Attempted murder,208,148,172,148,104,111,105,97,84,81
Assault with the intent to inflict grievous bodily harm,1218,1301,1304,1404,1286,1198,1139,1082,1026,1023
Common assault,1783,2022,1868,1689,1753,1709,1604,1407,1345,1217
Common robbery,505,408,411,403,398,376,342,325,248,256
Robbery with aggravating circumstances,1240,937,820,770,782,853,672,660,589,665
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,43,28,35,29,27,30,23,14,19,12
Malicious damage to property,923,818,833,928,907,886,791,695,623,605
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,86,123,104,147,171,195,198,262,232,205
Burglary at residential premises,1178,915,830,803,738,770,872,898,869,910
Theft of motor vehicle and motorcycle,215,189,156,197,206,205,218,206,217,208
Theft out of or from motor vehicle,300,300,359,326,231,243,284,368,369,371
Stock-theft,1,1,1,0,0,0,1,2,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,212,133,89,105,85,98,94,65,86,61
Drug-related crime,791,704,510,616,480,400,399,334,289,369
Driving under the influence of alcohol or drugs,111,148,168,232,442,293,475,876,512,213
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2131,1464,1142,1055,1108,1195,1083,990,1069,1168
Commercial crime,96,70,61,69,83,76,87,72,51,104
Shoplifting,21,29,75,61,80,44,70,76,51,51
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,247,124,119,100,152,141,111,70,79,102
Truck hijacking,0,2,3,3,6,1,0,0,2,1
Robbery at residential premises,100,81,82,78,74,108,51,60,33,29
Robbery at non-residential premises,17,26,32,32,40,56,65,104,89,57
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,36,35,41,44,51,35,31,32,30,16
Public violence,1,3,0,4,7,20,3,2,7,1
Crimen injuria,258,312,236,138,120,113,69,74,82,84
Neglect and ill-treatment of children ,80,69,64,44,32,41,30,25,16,20
Kidnapping,76,66,63,74,57,53,40,37,37,49
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Muldersdrift (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Muldersdrift ceded Tarlton December 2009,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,18,17,23,18,17,12,18,14,10,19
Total Sexual Crimes,57,40,45,51,60,60,53,54,42,35
Attempted murder,44,39,35,29,38,29,25,19,14,27
Assault with the intent to inflict grievous bodily harm,141,127,132,136,169,169,198,173,147,151
Common assault,193,174,155,148,153,151,152,133,116,120
Common robbery,52,56,53,62,59,63,48,53,31,34
Robbery with aggravating circumstances,167,203,207,200,168,236,205,216,196,204
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,11,11,12,10,7,12,13,14,16
Malicious damage to property,99,116,136,160,153,156,181,148,144,165
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,4,9,21,24,85,44,48,57,92
Burglary at residential premises,473,470,329,354,308,355,350,309,258,306
Theft of motor vehicle and motorcycle,42,51,54,39,42,48,51,43,56,48
Theft out of or from motor vehicle,111,112,87,106,81,146,131,115,123,146
Stock-theft,20,12,3,6,10,18,14,6,2,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,9,8,9,7,6,23,20,14,22
Drug-related crime,15,4,13,11,7,9,26,25,18,40
Driving under the influence of alcohol or drugs,40,37,26,54,53,64,59,32,47,60
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,541,496,426,439,557,507,567,625,592,507
Commercial crime,39,29,34,48,53,60,78,77,66,62
Shoplifting,0,1,4,3,3,1,4,2,3,4
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,15,23,20,22,14,22,21,21,21,10
Truck hijacking,0,1,1,10,14,25,10,6,5,4
Robbery at residential premises,11,54,70,57,41,51,55,83,93,93
Robbery at non-residential premises,2,2,11,17,19,46,25,31,24,19
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,33,27,38,44,44,27,34,29,29,27
Public violence,0,0,1,1,1,1,0,0,1,1
Crimen injuria,13,10,13,12,5,6,24,12,9,4
Neglect and ill-treatment of children ,3,0,1,0,6,1,3,2,1,2
Kidnapping,2,0,0,0,0,0,0,2,2,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Naledi (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,27,14,14,15,15,14,12,10,11
Total Sexual Crimes,107,101,88,102,100,107,90,74,67,72
Attempted murder,70,33,33,35,36,25,34,20,13,18
Assault with the intent to inflict grievous bodily harm,419,372,300,286,276,371,390,342,278,237
Common assault,254,201,260,167,172,238,228,198,144,133
Common robbery,108,126,77,87,81,84,91,55,25,37
Robbery with aggravating circumstances,286,232,179,239,195,234,193,117,85,94
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,4,6,8,9,9,8,10,8,4
Malicious damage to property,213,190,194,166,147,202,199,174,112,101
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,9,10,27,35,30,29,43,24,40
Burglary at residential premises,232,239,188,205,195,250,299,320,189,218
Theft of motor vehicle and motorcycle,42,56,101,65,89,76,61,56,40,53
Theft out of or from motor vehicle,78,66,86,71,68,86,55,62,70,63
Stock-theft,1,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,42,13,16,13,13,5,16,13,22,12
Drug-related crime,95,47,32,22,15,16,30,25,66,83
Driving under the influence of alcohol or drugs,6,6,10,12,18,20,24,19,18,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,370,292,246,222,228,302,312,251,208,184
Commercial crime,20,12,16,14,19,18,40,22,7,22
Shoplifting,63,64,46,87,65,100,109,76,83,89
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,27,20,13,10,38,43,43,16,14,24
Truck hijacking,0,0,0,0,1,0,0,0,0,1
Robbery at residential premises,17,14,9,31,5,32,22,9,5,8
Robbery at non-residential premises,1,1,0,3,6,15,13,16,20,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,7,12,9,10,9,4,7,3,9
Public violence,1,0,0,0,0,12,0,1,0,0
Crimen injuria,26,24,16,6,9,10,15,14,24,10
Neglect and ill-treatment of children ,21,18,18,8,10,5,12,7,15,5
Kidnapping,12,6,11,10,11,8,13,15,6,11
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Nigel (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,9,17,10,15,11,4,13,9,7
Total Sexual Crimes,60,57,44,46,52,41,39,45,40,41
Attempted murder,17,18,15,6,15,16,10,15,6,11
Assault with the intent to inflict grievous bodily harm,207,189,180,153,138,131,126,108,115,126
Common assault,377,274,235,189,210,234,199,181,173,221
Common robbery,114,106,50,30,39,53,51,30,36,36
Robbery with aggravating circumstances,98,60,44,63,103,146,174,130,103,106
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,11,8,7,8,6,7,2,2,10,3
Malicious damage to property,158,153,100,104,118,130,149,130,131,129
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,77,68,72,74,98,111,150,112,100,81
Burglary at residential premises,366,211,182,181,157,200,275,278,232,318
Theft of motor vehicle and motorcycle,103,118,128,133,151,118,169,115,109,110
Theft out of or from motor vehicle,165,128,77,92,100,92,108,102,173,170
Stock-theft,45,18,8,11,18,21,39,42,24,20
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,12,8,5,20,15,21,10,11,6,16
Drug-related crime,26,35,36,27,27,24,16,36,35,57
Driving under the influence of alcohol or drugs,92,46,62,23,17,39,25,44,63,16
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,643,492,357,414,396,432,400,422,417,352
Commercial crime,65,66,82,84,58,89,71,95,92,101
Shoplifting,74,62,78,73,103,77,99,61,40,39
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,30,12,8,10,31,38,50,42,24,29
Truck hijacking,5,5,5,2,12,18,18,8,4,4
Robbery at residential premises,9,6,3,7,11,17,24,15,13,28
Robbery at non-residential premises,8,6,11,13,11,24,29,29,24,22
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,10,15,22,14,16,14,20,13,6
Public violence,0,1,0,0,2,0,0,4,0,0
Crimen injuria,53,52,44,22,26,31,13,18,12,13
Neglect and ill-treatment of children ,3,1,1,0,2,2,1,0,1,2
Kidnapping,0,2,0,1,0,0,0,2,3,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Norkempark (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
"Norkempark, Ivory Park and Midrand ceded Rabie Ridge August 2004.  Ivory Park was formerly named Rabie Ridge",,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,30,17,13,5,5,6,8,8,9,7
Total Sexual Crimes,91,59,57,40,46,53,71,68,56,55
Attempted murder,54,36,14,25,25,18,26,21,30,20
Assault with the intent to inflict grievous bodily harm,304,202,126,83,98,114,136,154,136,103
Common assault,442,303,181,225,266,265,262,292,259,209
Common robbery,190,180,119,97,81,75,92,116,69,77
Robbery with aggravating circumstances,563,360,321,283,341,291,449,497,322,279
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,9,3,8,9,8,12,7,14,3
Malicious damage to property,433,336,241,181,192,211,223,280,241,297
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,88,59,52,31,30,41,67,81,63,94
Burglary at residential premises,947,826,808,767,574,911,906,730,713,1004
Theft of motor vehicle and motorcycle,371,242,301,388,272,251,236,121,159,203
Theft out of or from motor vehicle,454,434,474,410,492,332,440,337,491,453
Stock-theft,0,0,0,0,0,0,2,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,20,15,38,17,18,14,24,21,39,54
Drug-related crime,19,27,38,23,14,17,13,24,35,71
Driving under the influence of alcohol or drugs,62,40,49,58,47,82,112,85,88,122
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,955,744,547,452,439,526,556,550,602,673
Commercial crime,63,70,61,64,76,96,123,183,252,220
Shoplifting,36,33,29,34,17,36,48,84,123,132
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,174,92,79,73,79,69,159,164,98,55
Truck hijacking,0,1,2,2,3,3,7,8,2,7
Robbery at residential premises,91,54,39,31,81,68,90,95,77,79
Robbery at non-residential premises,36,13,36,35,37,40,43,41,30,34
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,12,10,13,17,13,19,14,13,16
Public violence,0,0,0,0,0,0,1,0,2,0
Crimen injuria,90,67,53,39,53,33,42,68,56,36
Neglect and ill-treatment of children ,8,4,5,4,1,2,2,6,3,2
Kidnapping,4,3,1,1,3,0,2,12,11,15
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Norwood (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,11,4,4,6,4,5,7,7,5,5
Total Sexual Crimes,48,57,36,38,39,75,53,34,36,38
Attempted murder,29,12,16,14,13,17,23,12,9,11
Assault with the intent to inflict grievous bodily harm,87,109,145,147,146,129,143,123,134,93
Common assault,288,254,222,240,207,265,252,214,205,226
Common robbery,171,141,145,152,118,94,111,73,83,94
Robbery with aggravating circumstances,682,521,564,621,524,371,314,228,209,213
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,8,3,3,5,6,4,3,9,4
Malicious damage to property,209,227,194,204,169,197,196,214,185,207
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,151,203,139,148,102,117,82,83,79,79
